name,abbrv,formula,state,ref1,ref2,date,G,H,S,Cp,V,a1.a,a2.b,a3.c,a4.d,c1.e,c2.f,omega.lambda,z.T
magnesioriebeckite,Mg-Rbk,Na2(Mg3Fe2)Si8O22(OH)2,cr2,HDNB78,NA,5.May.78,-160.892,NA,133.8269,NA,271.3,198.77,56.54,-41.63,0,0,0,0,1050
magnesioriebeckite,Mg-Rbk,Na2(Mg3Fe2)Si8O22(OH)2,cr3,HDNB78,NA,5.May.78,956.799,NA,137.9045,NA,271.3,194.48,58.3,-41.63,0,0,0,0,1500
magnesite,Mgs,MgCO3,cr,HDNB78,NA,5.May.78,-245658,-265630,15.7,NA,28.018,19.731,12.539,-4.748,0,0,0,0,1000
magnetite,Mag,Fe3O4,cr1,HDNB78,NA,5.May.78,-242574,-267250,34.83,NA,44.524,21.88,48.2,0,0,0,0,0,900
magnetite,Mag,Fe3O4,cr2,HDNB78,NA,5.May.78,-240960.953,NA,34.9818,NA,44.524,48,0,0,0,0,0,0,1800
malachite,Mal,Cu2(OH)2(CO3),cr,HDNB78,NA,5.May.78,-214204,-251900,44.5,NA,54.86,27.76,43.78,-1.34,0,0,0,0,780
manganosite,Mng,MnO,cr,HDNB78,WEP+82.1,5.May.78,-86735,-92070,14.27,NA,13.221,11.11,1.94,-0.88,0,0,0,0,1800
margarite,Mrg,CaAl2(Al2Si2)O10(OH)2,cr1,HDNB78,SH88.1,15.Mar.90,-1394150,-1485803,63.8,NA,129.4,102.5,16.35,-28.05,0,0,0,0,848
margarite,Mrg,CaAl2(Al2Si2)O10(OH)2,cr2,HDNB78,SH88.1,15.Mar.90,-1394146.105,NA,65.0233,NA,129.4,99.31,22.61,-30.75,0,0,0,0,1000
merwinite,Mer,Ca3Mg(SiO4)2,cr,HDNB78,SH88.1,15.Mar.90,-1036526,-1090796,60.5,NA,104.4,72.97,11.96,-14.44,0,0,0,0,1700
metacinnabar,Met-Cin,HgS,cr,HDNB78,NA,5.May.78,-10437,-11800,21.2,NA,30.169,10.52,3.63,0,0,0,0,0,1000
"microcline,maximum",Max-Mc,K(AlSi3)O8,cr,HDNB78,NA,5.May.78,-895374,-949188,51.13,NA,108.741,63.83,12.9,-17.05,0,0,0,0,1400
minnesotaite,Mnn,Fe3Si4O10(OH)2,cr,HDNB78,NA,5.May.78,NA,NA,83.5,NA,147.86,88.31,42.61,-11.15,0,0,0,0,800
monticellite,Mtc,CaMgSiO4,cr,HDNB78,NA,5.May.78,-512829,-540800,26.4,NA,51.47,36.82,5.34,-8,0,0,0,0,1400
muscovite,Ms,KAl2(AlSi3)O10(OH)2,cr,HDNB78,NA,5.May.78,-1336301,-1427408,68.8,NA,140.71,97.56,26.38,-25.44,0,0,0,0,1000
na-phillipsite,Na-Php,Na2(Al2Si5)O14*5H2O,cr1,HDNB78,NA,5.May.78,NA,NA,172.4,NA,265,152.4,56.48,-20.46,0,0,0,0,848
na-phillipsite,Na-Php,Na2(Al2Si5)O14*5H2O,cr2,HDNB78,NA,5.May.78,-3.895,NA,171.1767,NA,265,155.59,50.22,-17.76,0,0,0,0,1000
natrolite,Ntr,Na2(Al2Si3)O10*2H2O,cr1,HDNB78,NA,5.May.78,NA,NA,101.6,NA,169.72,95.76,40.08,-15.06,0,0,0,0,848
natrolite,Ntr,Na2(Al2Si3)O10*2H2O,cr2,HDNB78,NA,5.May.78,3.895,NA,102.8233,NA,169.72,92.57,46.34,-17.76,0,0,0,0,1000
nepheline,Ne,Na(AlSi)O4,cr,HDNB78,NA,5.May.78,-472872,-500241,29.72,NA,54.16,35.908062,6.457918,-7.327965,0,0,0,0,1500
nesquehonite,Nsh,MgCO3*3H2O,cr1,HDNB78,NA,5.May.78,-412035,-472576,46.76,NA,74.79,-1574.804,3899.173,-417.325,0,0,0,0,306.5
nesquehonite,Nsh,MgCO3*3H2O,cr2,HDNB78,NA,5.May.78,-412132.322,-479914.417,22.4732,NA,74.79,25.246,91.289,-4.222,0,0,0,0,340
nickel,Ni,Ni,cr1,HDNB78,NA,5.May.78,0,0,7.14,NA,6.588,4.06,7.04,0,0,0,0,0,633
nickel,Ni,Ni,cr2,HDNB78,NA,5.May.78,79.615,167.295,7.434,NA,6.588,6,1.8,0,0,0,0,0,1725
paragonite,Pg,NaAl2(AlSi3)O10(OH)2,cr,HDNB78,NA,5.May.78,-1326012,-1416963,66.4,NA,132.53,97.43,24.5,-26.44,0,0,0,0,1000
pargasite,Prg,Na(Ca2Mg4Al)(Al2Si6)O22(OH)2,cr,HDNB78,SH88.1,15.Mar.90,-2846728,-3016624,160,NA,273.5,205.8,41.66,-50.21,0,0,0,0,1000
pd-oxyannite,Pd-Oxn,KFe3(AlSi3)O10(OH)O-,cr1,HDNB78,NA,5.May.78,NA,NA,68.5,NA,143.2,88.34,54.12,-18.06,0,0,0,0,848
pd-oxyannite,Pd-Oxn,KFe3(AlSi3)O10(OH)O-,cr2,HDNB78,NA,5.May.78,-11.741,NA,64.83,NA,143.2,97.91,35.34,-9.96,0,0,0,0,950
pd-oxyannite,Pd-Oxn,KFe3(AlSi3)O10(OH)O-,cr3,HDNB78,NA,5.May.78,-255.019,NA,58.562,NA,143.2,116.68,7.44,-4.63,0,0,0,0,1050
pd-oxyannite,Pd-Oxn,KFe3(AlSi3)O10(OH)O-,cr4,HDNB78,NA,5.May.78,1423.403,NA,64.6847,NA,143.2,110.24,10.08,-4.63,0,0,0,0,1100
periclase,Per,MgO,cr,HDNB78,NA,5.May.78,-136086,-143800,6.44,NA,11.248,10.18,1.74,-1.48,0,0,0,0,2100
phlogopite,Phl,KMg3(AlSi3)O10(OH)2,cr,HDNB78,NA,5.May.78,-1396187,-1488067,76.1,NA,149.66,100.61,28.78,-21.5,0,0,0,0,1000
"potassium oxide",K-Ox,K2O,cr,HDNB78,NA,5.May.78,-77056,-86800,22.5,NA,40.38,18.51,8.65,-0.88,0,0,0,0,1100
prehnite,Prh,Ca2Al2Si3O10(OH)2,cr1,HDNB78,SH88.1,15.Mar.90,-1390097,-1481649,65,NA,140.33,91.6,37.82,-19.6,0,0,0,0,848
prehnite,Prh,Ca2Al2Si3O10(OH)2,cr2,HDNB78,NA,5.May.78,-1390108.741,NA,61.33,NA,140.33,101.17,19.04,-11.5,0,0,0,0,1000
pyrite,Py,FeS2,cr,HDNB78,NA,5.May.78,-38293,-41000,12.65,NA,23.94,17.88,1.32,-3.05,0,0,0,0,1000
pyrope,Prp,Mg3Al2Si3O12,cr1,HDNB78,RHF79.1,5.May.78,NA,NA,62.3,NA,113.27,91.69,32.64,-20.92,0,0,0,0,848
pyrope,Prp,Mg3Al2Si3O12,cr2,HDNB78,NA,5.May.78,-11.741,NA,58.63,NA,113.27,101.26,13.86,-12.82,0,0,0,0,1800
pyrophyllite,Prl,Al2Si4O10(OH)2,cr,HDNB78,NA,5.May.78,-1255997,-1345313,57.2,NA,126.6,79.432,39.214,-17.282,0,0,0,0,800
pyrrhotite,Po,FeS,cr1,HDNB78,NA,5.May.78,-24084,-24000,14.41,NA,18.2,5.19,26.4,0,0,0,0,0,411
pyrrhotite,Po,FeS,cr2,HDNB78,NA,5.May.78,-23968.732,-23751.534,14.8567,NA,18.2,17.4,0,0,0,0,0,0,598
pyrrhotite,Po,FeS,cr3,HDNB78,NA,5.May.78,-23535.388,-22392.08,17.9629,NA,18.2,12.2,2.38,0,0,0,0,0,1468
quartz,Qtz,SiO2,cr1,HDNB78,NA,5.May.78,-204646,-217650,9.88,NA,22.688,11.22,8.2,-2.7,0,0,0,0,848
quartz,Qtz,SiO2,cr2,HDNB78,NA,5.May.78,-204461.901,-217728.651,8.9986,NA,23.06,14.41,1.94,0,0,0,0,0,2000
quicksilver,Hg,Hg,cr1,HDNB78,NA,5.May.78,0,0,18.17,NA,14.822,6.44,0,0.19,0,0,0,0,629
quicksilver,Hg,Hg,cr2,HDNB78,NA,5.May.78,7605.527,14659.869,41.8304,NA,14.822,4.97,0,0,0,0,0,0,3000
rhodochrosite,Rds,MnCO3,cr,HDNB78,NA,5.May.78,-195045,-212521,23.9,NA,31.075,21.99,9.3,-4.69,0,0,0,0,700
richterite,Rct,Na2(CaMg5)Si8O22(OH)2,cr,HDNB78,NA,5.May.78,NA,NA,137.6,NA,272.8,194.8,61.1,-46.15,0,0,0,0,800
riebeckite,Rbk,Na2(Fe3Fe2)Si8O22(OH)2,cr1,HDNB78,NA,5.May.78,NA,NA,156.6,NA,274.9,192.09,76.14,-42.99,0,0,0,0,950
riebeckite,Rbk,Na2(Fe3Fe2)Si8O22(OH)2,cr2,HDNB78,NA,5.May.78,-160.892,NA,152.4269,NA,274.9,204.6,57.54,-39.44,0,0,0,0,1050
riebeckite,Rbk,Na2(Fe3Fe2)Si8O22(OH)2,cr3,HDNB78,NA,5.May.78,956.799,NA,156.5045,NA,274.9,200.31,59.3,-39.44,0,0,0,0,1500
"sanidine,high",Hi-Sa,K(AlSi3)O8,cr,HDNB78,NA,5.May.78,-893738,-946538,54.53,NA,109.008,63.83,12.9,-17.05,0,0,0,0,1400
sepiolite,Sep,Mg4Si6O15(OH)2(H2O)2*4H2O,cr,HDNB78,NA,5.May.78,-2211192,-2418000,146.6,NA,285.6,157.92,104.3,-18.68,0,0,0,0,800
siderite,Sd,FeCO3,cr,HDNB78,Hel85,5.May.78,-162414,-179173,25.1,NA,29.378,11.63,26.8,0,0,0,0,0,885
sillimanite,Sil,Al2SiO5,cr,HDNB78,NA,5.May.78,-580091,-615099,23.13,NA,49.9,40.023988,7.390511,-11.674053,0,0,0,0,1200
silver,Ag,Ag,cr,HDNB78,NA,5.May.78,0,0,10.17,NA,10.272,5.09,2.04,0.36,0,0,0,0,1234
smithsonite,Smt,ZnCO3,cr,HDNB78,NA,5.May.78,-174850,-194260,19.7,NA,28.275,9.3,33,0,0,0,0,0,780
"sodium oxide",Na-Ox,Na2O,cr,HDNB78,NA,5.May.78,-89883,-99140,17.935,NA,25,18.25,4.89,-2.89,0,0,0,0,1000
spessartine,Sps,Mn3Al2Si3O12,cr1,HDNB78,NA,5.May.78,NA,NA,74.5,NA,117.9,94.48,33.24,-19.12,0,0,0,0,848
spessartine,Sps,Mn3Al2Si3O12,cr2,HDNB78,NA,5.May.78,-11.741,NA,70.83,NA,117.9,104.05,14.46,-11.02,0,0,0,0,1800
sphalerite,Sp,ZnS,cr,HDNB78,NA,5.May.78,-47947,-49000,14.019,NA,23.83,11.77,1.26,-1.16,0,0,0,0,1300
spinel,Spn,MgAl2O4,cr,HDNB78,NA,5.May.78,-517006,-546847,19.27,NA,39.71,36.772808,6.415456,-9.708792,0,0,0,0,2000
staurolite,St,Fe2Al9Si4O23(OH),cr,HDNB78,NA,5.May.78,NA,NA,117.1,NA,224.4,207.12,36.94,-57.22,0,0,0,0,1000
stilbite,Stb,NaCa2(Al5Si13)O36*14H2O,cr1,HDNB78,NA,5.May.78,NA,NA,399.3,NA,649.91,390.55,137.68,-49.84,0,0,0,0,848
stilbite,Stb,NaCa2(Al5Si13)O36*14H2O,cr2,HDNB78,NA,5.May.78,-11.741,NA,395.63,NA,649.91,400.12,118.9,-41.74,0,0,0,0,1000
strontianite,Str,SrCO3,cr,HDNB78,NA,5.May.78,-275470,-294600,23.2,NA,39.01,23.52,6.32,-5.08,0,0,0,0,1197
sylvite,Sy,KCl,cr,HDNB78,NA,5.May.78,-97735,-104370,19.73,NA,37.524,9.89,5.2,0.77,0,0,0,0,1043
talc,Tcl,Mg3Si4O10(OH)2,cr,HDNB78,NA,5.May.78,-1320188,-1410920,62.34,NA,136.25,82.482,41.614,-13.342,0,0,0,0,800
tenorite,Tn,CuO,cr,HDNB78,NA,5.May.78,-30568,-37200,10.18,NA,12.22,11.53,1.88,-1.76,0,0,0,0,1600
tremolite,Tr,(Ca2Mg5)Si8O22(OH)2,cr,HDNB78,SH88.1,15.Mar.90,-2770245,-2944038,131.19,NA,272.92,188.222,57.294,-44.822,0,0,0,0,800
wairakite,Wai,Ca(Al2Si4)O12*2H2O,cr,HDNB78,SH88.1,15.Mar.90,-1477432,-1579333,105.1,NA,186.87,100.4,44.47,-16.43,0,0,0,0,1000
wollastonite,Wo,CaSiO3,cr,HDNB78,SH88.1,15.Mar.90,-369225,-389590,19.6,NA,39.93,26.64,3.6,-6.52,0,0,0,0,1400
wurtzite,Wur,ZnS,cr,HDNB78,NA,5.May.78,-44810,-45850,14.064,NA,23.846,11.82,1.16,-1.04,0,0,0,0,1300
zoisite,Zo,Ca2Al3Si3O12(OH),cr,HDNB78,SH88.1,15.Mar.90,-1549179,-1643691,70.74,NA,135.9,106.118,25.214,-27.145,0,0,0,0,700
berndtite,Brn,SnS2,cr,JH85,NA,5.May.78,-34750,-36700,20.9,NA,40.96,15.51,4.2,0,0,0,0,0,1000
cassiterite,Cst,SnO2,cr,JH85,NA,5.May.78,-124260,-138800,12.5,NA,21.55,17.246,2.8026,-4.9001,0,0,0,0,1500
romarchite,Sn-Ox,SnO,cr,JH85,NA,5.May.78,-61459,-68340,13.66,NA,20.895,9.55,3.5,0,0,0,0,0,1237
tin,Sn,Sn,cr1,JH85,NA,Aug.85,0,0,12.24,NA,16.289,4.42,6.3,0,0,0,0,0,505.06
tin,Sn,Sn,cr2,JH85,NA,Aug.85,679.802,1607.605,15.3519,NA,16.289,7.3,0,0,0,0,0,0,3000
