name,abbrv,formula,state,ref1,ref2,date,G,H,S,Cp,V,a1.a,a2.b,a3.c,a4.d,c1.e,c2.f,omega.lambda,z.T
H2AMP,+H2AMP-,C10H14N5O7P,aq,"LH06a [S07]",NA,08.Mar.17,-260817,-392608,86.23,120.01,187.02,2.3993,124.81,-19.105,-2.3806,181.6,-19.1,2.5,0
CMP-2,CMP2-,C9H12N3O8P-2,aq,"LH06a [S07]",NA,08.Mar.17,-331097,-467460,48.24,37.71,142.39,2.2606,96.923,-18.459,-1.2278,101.1,-16.4,3.3,-2
HCMP-,HCMP-,C9H13N3O8P1-,aq,"LH06a [S07]",NA,08.Mar.17,-340147,-466110,83.09,90.6,168.91,2.3474,114.36,-18.863,-1.9487,158.8,-18.76,3.3,-1
H2CMP,+H2CMP-,C9H14N3O8P,aq,"LH06a [S07]",NA,08.Mar.17,-345337,-470410,86.11,96.06,168.37,2.3411,113.1,-18.834,-1.8965,154.1,-16.01,2.8,0
GMP-2,GMP2-,C10H12N5O8P-2,aq,"LH06a [S07]",NA,08.Mar.17,-306486,-455676,52.39,65.81,159.8,2.3194,108.74,-18.733,-1.7163,140.8,-21.21,3.5,-2
HGMP-,HGMP-,C10H13N5O8P-,aq,"LH06a [S07]",NA,08.Mar.17,-315586,-454226,87.77,118.45,186.32,2.4062,126.18,-19.137,-2.4372,198.5,-23.7,3.5,-1
H2GMP,+H2GMP-,C10H14N5O8P,aq,"LH06a [S07]",NA,08.Mar.17,-320786,-458526,90.79,123.82,185.79,2.399,124.73,-19.104,-2.3774,192.3,-20.7,2.9,0
TMP-2,TMP2-,C10H13N2O9P-2,aq,"LH06a [S07]",NA,08.Mar.17,-384001,-525514,49.58,51.85,155.97,2.3042,105.68,-18.662,-1.5896,111,-14.76,3.2,-2
HTMP-,HTMP-,C10H14N2O9P-,aq,"LH06a [S07]",NA,08.Mar.17,-393021,-524279,83.97,104.8,182.49,2.3909,123.11,-19.066,-2.3105,168.7,-17.1,3.2,-1
H2TMP,+H2TMP-,C10H15N2O9P,aq,"LH06a [S07]",NA,08.Mar.17,-398221,-528579,86.99,110.62,181.97,2.3838,121.67,-19.033,-2.251,162.3,-13.76,2.6,0
UMP-2,UMP2-,C9H11N2O9P-2,aq,"LH06a [S07]",NA,08.Mar.17,-382420,-515132,46.49,36.19,141.33,2.2572,96.226,-18.442,-1.199,101.1,-17.15,3.3,-2
HUMP-,HUMP-,C9H12N2O9P-,aq,"LH06a [S07]",NA,08.Mar.17,-391470,-514012,80.6,89.05,167.85,2.3439,113.66,-18.847,-1.9199,158.8,-19.52,3.3,-1
H2UMP,+H2UMP-,C9H13N2O9P,aq,"LH06a [S07]",NA,08.Mar.17,-396670,-518312,83.62,94.7,167.31,2.3367,112.22,-18.813,-1.8601,152.5,-16.32,2.7,0
dAMP-2,dAMP2-,C10H12N5O6P-2,aq,"LH06a [S07]",NA,08.Mar.17,-212111,-347206,50.63,53.02,160.05,2.3166,108.17,-18.72,-1.6929,121.5,-19.8,3.1,-2
dHAMP-,dHAMP-,C10H13N5O6P-,aq,"LH06a [S07]",NA,08.Mar.17,-221205,-346166,84.61,105.7,186.57,2.4033,125.61,-19.124,-2.4138,179.3,-22.32,3.1,-1
dH2AMP,d+H2AMP-,C10H14N5O6P,aq,"LH06a [S07]",NA,08.Mar.17,-226401,-350466,87.62,111.28,186.05,2.3962,124.17,-19.091,-2.3543,172.9,-19.12,2.5,0
dCMP-2,dCMP2-,C9H12N3O7P-2,aq,"LH06a [S07]",NA,08.Mar.17,-297270,-425354,52.5,28.13,144.34,2.2679,98.389,-18.493,-1.2884,94.34,-17.34,3.4,-2
dHCMP-,dHCMP-,C9H13N3O7P-,aq,"LH06a [S07]",NA,13.Nov.07,-306660,-424314,86.48,80.1,170.8,2.3547,115.83,-18.987,-2.0093,152,-19.74,3.4,-1
dH2CMP,d+H2CMP-,C9H14N3O7P,aq,"LH06a [S07]",NA,08.Mar.17,-311860,-428614,89.5,86.59,170.32,2.3475,114.38,-18.864,-1.9495,145.7,-16.54,2.8,0
dGMP-2,dGMP2-,C10H12N5O7P-2,aq,"LH06a [S07]",NA,08.Mar.17,-272457,-417092,43.15,56.41,158.23,2.3143,107.71,-18.709,-1.6736,131.4,-21.21,3.5,-2
dHGMP-,dHGMP-,C10H13N5O7P-,aq,"LH06a [S07]",NA,08.Mar.17,-281547,-416052,77.13,109.06,184.75,2.401,125.15,-19.113,-2.3945,189.1,-23.7,3.5,-1
dH2GMP,d+H2GMP-,C10H14N5O7P,aq,"LH06a [S07]",NA,08.Mar.17,-286747,-420352,80.14,114.46,184.22,2.3938,123.7,-19.08,-2.3347,182.9,-20.67,2.9,0
dTMP-2,dTMP2-,C10H13N2O8P-2,aq,"LH06a [S07]",NA,08.Mar.17,-350474,-483408,53.83,43.05,156.72,2.3066,106.17,-18.673,-1.61,102.2,-14.76,3.2,-2
dHTMP-,dHTMP-,C10H14N2O8P-,aq,"LH06a [S07]",NA,08.Mar.17,-359564,-482368,87.81,96,183.24,2.3934,123.61,-19.078,-2.3309,159.9,-17.1,3.2,-1
dH2TMP,d+H2TMP-,C10H15N2O8P,aq,"LH06a [S07]",NA,08.Mar.17,-364764,-486668,90.83,101.82,183.72,2.3862,122.17,-19.044,-2.2714,153.5,-13.76,2.6,0
dUMP-2,dUMP2-,C9H11N2O8P-2,aq,"LH06a [S07]",NA,13.Nov.07,-348893,-473026,50.75,27.36,140.78,2.2549,95.772,-18.432,-1.118,92.27,-17.15,3.3,-2
dHUMP-,dHUMP-,C9H12N2O8P-,aq,"LH06a [S07]",NA,13.Nov.07,-357983,-471986,84.73,78.34,167.16,2.3417,113.21,-18.836,-1.9011,145,-19.55,3.3,-1
dH2UMP,d+H2UMP-,C9H13N2O8P,aq,"LH06a [S07]",NA,08.Mar.17,-363183,-476286,87.74,85.83,166.62,2.3345,111.76,-18.803,-1.8413,143.7,-16.35,2.7,0
ADP-3,ADP3-,C10H12N5O10P2-3,aq,"LH06a [S07]",NA,08.Mar.17,-452649,-624106,52.17,41.54,191.72,2.4286,130.68,-19.242,-2.6233,128.7,-24.87,4,-3
HADP-2,HADP2-,C10H13N5O10P2-2,aq,"LH06a [S07]",NA,08.Mar.17,-462549,-623266,88.2,107.59,202.95,2.4633,137.657,-19.403,-2.9117,186.2,-21.65,3.8,-2
H2ADP-,+H2ADP2-,C10H14N5O10P2-,aq,"LH06a [S07]",NA,08.Mar.17,-468249,-627666,92.56,136.4,202.41,2.4533,135.665,-19.357,-2.8294,193.1,-14.87,2.9,-1
H3ADP,+H3ADP1,C10H15N5O10P2,aq,"LH06a [S07]",NA,08.Mar.17,-470749,-625106,109.53,169.36,207.55,2.4543,135.848,-19.361,-2.837,204,-11.89,1.2,0
CDP-3,CDP3-,C9H12N3O11P2-3,aq,"LH06a [S07]",NA,08.Mar.17,-536329,-702338,47.8,18.49,173.36,2.3692,118.752,-18.965,-2.1302,99.37,-21.42,4.1,-3
HCDP-2,HCDP2-,C9H13N3O11P2-2,aq,"LH06a [S07]",NA,08.Mar.17,-546119,-700998,85.13,83.59,184.3,2.4041,125.762,-19.128,-2.42,157.1,-18.25,4,-2
H2CDP-,+H2CDP2-,C9H14N3O11P2-,aq,"LH06a [S07]",NA,08.Mar.17,-551819,-705398,89.49,112.41,183.77,2.3942,123.77,-19.081,-2.3376,164,-11.48,3.1,-1
H3CDP,+H3CDP1-,C9H15N3O11P2,aq,"LH06a [S07]",NA,08.Mar.17,-554319,-702838,106.64,145.32,188.96,2.3951,123.96,-19.086,-2.3255,175,-8.545,1.4,0
GDP-3,GDP3-,C10H12N5O11P2-3,aq,"LH06a [S07]",NA,08.Mar.17,-511718,-690384,52.51,45.87,190.49,2.4273,130.437,-19.236,-2.6133,137.7,-25.78,4.3,-3
HGDP-2,HGDP2-,C10H13N5O11P2-2,aq,"LH06a [S07]",NA,08.Mar.17,-521518,-688904,90.34,111.91,201.71,2.4619,137.394,-19.397,-2.9009,195,-22.49,4.1,-2
H2GDP-,+H2GDP2-,C10H14N5O11P2-,aq,"LH06a [S07]",NA,08.Mar.17,-527218,-693304,94.7,140.73,201.18,2.452,135.402,-19.351,-2.8185,201.8,-15.7,3.2,-1
H3GDP,+H3GDP1-,C10H15N5O11P2,aq,"LH06a [S07]",NA,08.Mar.17,-529718,-690744,111.68,173.68,206.33,2.4525,135.5,-19.353,-2.8226,212,-12.6,1.4,0
TDP-3,TDP3-,C10H13N2O12P2-3,aq,"LH06a [S07]",NA,08.Mar.17,-589233,-760392,49.13,31.84,186.68,2.4128,127.511,-19.168,-2.4923,109.2,-19.67,4.1,-3
HTDP-2,HTDP2-,C10H14N2O12P2-2,aq,"LH06a [S07]",NA,08.Mar.17,-599033,-759182,86.06,97.83,197.9,2.4477,134.521,-19.331,-2.7821,167,-16.54,3.9,-2
H2TDP-,+H2TDP2-,C10H15N2O12P2-,aq,"LH06a [S07]",NA,08.Mar.17,-604733,-763582,90.42,126.65,197.37,2.4377,132.528,-19.284,-2.6997,173.9,-9.78,3,-1
H3TDP,+H3TDP1-,C10H16N2O12P2,aq,"LH06a [S07]",NA,08.Mar.17,-607233,-761022,107.39,159.63,202.5,2.4382,132.62,-19.287,-2.7035,184,-6.602,1.2,0
UDP-3,UDP3-,C9H11N2O12P2-3,aq,"LH06a [S07]",NA,08.Mar.17,-587652,-750010,46.04,16.08,172.03,2.3658,118.055,-18.949,-2.1014,99.37,-22.16,4.2,-3
HUDP-2,HUDP2-,C9H12N2O12P2-2,aq,"LH06a [S07]",NA,08.Mar.17,-597432,-748930,82.47,82.09,183.24,2.4006,125.065,-19.111,-2.3912,157.1,-18.99,4,-2
H2UDP-,+H2UDP2-,C9H13N2O12P2-,aq,"LH06a [S07]",NA,08.Mar.17,-603132,-753330,86.83,110.91,182.71,2.3907,123.073,-19.065,-2.3088,164,-12.22,3.1,-1
H3UDP,+H3UDP1-,C9H14N2O12P2,aq,"LH06a [S07]",NA,08.Mar.17,-605632,-750770,103.8,143.87,187.85,2.3912,123.171,-19.067,-2.3129,174.2,-9.078,1.3,0
dADP-3,dADP3-,C10H12N5O9P2-3,aq,"LH06a [S07]",NA,08.Mar.17,-417343,-582164,49.91,32.91,190.75,2.4254,130.043,-19.227,-2.597,120,-24.87,4,-3
dHADP-2,dHADP2-,C10H13N5O9P2-2,aq,"LH06a [S07]",NA,08.Mar.17,-427243,-581324,85.94,98.91,201.98,2.4601,137.019,-19.389,-2.8854,177.5,-21.65,3.8,-2
dH2ADP-,+dH2ADP2-,C10H14N5O9P2-,aq,"LH06a [S07]",NA,08.Mar.17,-432943,-585742,90.3,127.72,201.44,2.4502,135.027,-19.342,-2.803,184.4,-14.87,2.9,-1
dH3ADP,+dH3ADP1-,C10H15N5O9P2,aq,"LH06a [S07]",NA,08.Mar.17,-435443,-583164,107.27,160.66,206.58,2.4511,135.21,-19.347,-2.8106,195.2,-11.89,1.2,0
dCDP-3,dCDP3-,C9H12N3O10P2-3,aq,"LH06a [S07]",NA,08.Mar.17,-502802,-660232,52.05,10.69,175.45,2.3761,120.127,-18.997,-2.187,91.57,-21.42,4.1,-3
dHCDP-2,dHCDP2-,C9H13N3O10P2-2,aq,"LH06a [S07]",NA,08.Mar.17,-512592,-658892,89.39,74.99,186.25,2.4105,127.044,-19.157,-2.473,148.5,-18.25,4,-2
dH2CDP-,+dH2CDP2-,C9H14N3O10P2-,aq,"LH06a [S07]",NA,08.Mar.17,-518292,-663292,93.75,103.81,185.72,2.4006,125.052,-19.111,-2.3906,155.4,-11.48,3.1,-1
dH3CDP,+dH3CDP1-,C9H15N3O10P2,aq,"LH06a [S07]",NA,08.Mar.17,-520792,-660732,110.72,135.91,190.73,2.401,125.15,-19.113,-2.3947,165.6,-8.545,1.4,0
dGDP-3,dGDP3-,C10H12N5O10P2-3,aq,"LH06a [S07]",NA,08.Mar.17,-477689,-651800,43.27,36.48,188.92,2.4222,129.405,-19.212,-2.5706,128.3,-25.78,4.3,-3
dHGDP-2,dHGDP2-,C10H13N5O10P2-2,aq,"LH06a [S07]",NA,08.Mar.17,-487489,-650320,81.11,102.51,200.14,2.4568,136.362,-19.373,-2.8582,185.6,-22.49,4.1,-2
dH2GDP-,+dH2GDP2-,C10H14N5O10P2-,aq,"LH06a [S07]",NA,08.Mar.17,-493189,-654720,85.47,131.33,199.61,2.4469,134.369,-19.327,-2.7758,192.4,-15.7,3.2,-1
dH3GDP,+dH3GDP1,C10H15N5O10P2,aq,"LH06a [S07]",NA,08.Mar.17,-495689,-652160,102.44,164.28,204.76,2.4474,134.467,-19.329,-2.7799,202.6,-12.6,1.4,0
dTDP-3,dTDP3-,C10H13N2O11P2-3,aq,"LH06a [S07]",NA,08.Mar.17,-555706,-718286,53.39,22.98,187.42,2.4152,127.998,-19.179,-2.5124,100.4,-19.67,4.1,-3
dHTDP-2,dHTDP2-,C10H14N2O11P2-2,aq,"LH06a [S07]",NA,08.Mar.17,-565506,-717076,90.31,88.99,198.65,2.4501,135.014,-19.342,-2.8025,158.1,-16.54,3.9,-2
dH2TDP-,+dH2TDP2-,C10H15N2O11P2-1,aq,"LH06a [S07]",NA,08.Mar.17,-571206,-721476,94.67,117.81,198.12,2.4402,133.021,-19.296,-2.7201,165,-9.78,3,-1
dH3TDP,+dH3TDP1-,C10H16N2O11P2,aq,"LH06a [S07]",NA,08.Mar.17,-573706,-718916,111.65,150.79,203.25,2.4406,133.113,-19.298,-2.7239,175.1,-6.602,1.2,0
dUDP-3,dUDP-3,C9H11N2O11P2-3,aq,"LH06a [S07]",NA,08.Mar.17,-554125,-707904,50.3,7.25,171.34,2.3635,117.602,-18.938,-2.0827,90.54,-22.16,4.2,-3
dHUDP-2,dHUDP2-,C9H12N2O11P2-2,aq,"LH06a [S07]",NA,08.Mar.17,-563905,-706824,86.73,73.26,182.55,2.3984,124.611,-19.101,-2.3724,148.3,-18.99,4,-2
dH2UDP-,+dH2UDP2-,C9H13N2O11P2-,aq,"LH06a [S07]",NA,08.Mar.17,-569605,-711224,91.09,102.08,182.02,2.3885,122.619,-19.055,-2.2901,155.2,-12.22,3.1,-1
dH3UDP,+dH3UDP1-,C9H14N2O11P2,aq,"LH06a [S07]",NA,08.Mar.17,-572105,-708664,108.06,135.04,187.16,2.3889,122.717,-19.057,-2.2941,165.3,-9.078,1.3,0
ATP-4,ATP4-,C10H12N5O13P3-4,aq,"LH06a [S07]",NA,08.Mar.17,-657038,-859264,47.96,21.34,196.77,2.454,135.79,-19.36,-2.8345,128.4,-30.27,5,-4
HATP-3,HATP3-,C10H13N5O13P3-3,aq,"LH06a [S07]",NA,08.Mar.17,-667538,-857864,87.87,92.83,212.26,2.5037,145.79,-19.592,-3.2479,199.2,-30.37,4.9,-3
H2ATP-2,+H2ATP3-,C10H14N5O13P3-2,aq,"LH06a [S07]",NA,08.Mar.17,-673738,-861764,95.59,133.39,211.73,2.5002,145.08,-19.576,-3.2186,239.3,-31.04,4.7,-2
H3ATP-,+H3ATP2-,C10H15N5O13P3-,aq,"LH06a [S07]",NA,08.Mar.17,-676438,-860264,109.67,194.02,222.95,2.535,152.09,-19.738,-3.5083,296.4,-30.22,4.5,-1
H4ATP,+H4ATP-,C10H16N5O13P3,aq,"LH06a [S07]",NA,08.Mar.17,-678500,-858553,122.33,250.04,228.09,2.5509,155.28,-19.812,-3.6404,351.9,-30.4,4.4,0
CTP-4,CTP4-,C9H12N3O14P3-4,aq,"LH06a [S07]",NA,08.Mar.17,-740718,-937496,43.58,-2.79,178.13,2.3948,123.89,-19.084,-2.3427,99.59,-27.07,5.2,-4
HCTP-3,HCTP3-,C9H13N3O14P3-3,aq,"LH06a [S07]",NA,08.Mar.17,-751148,-935746,84.44,67.84,193.62,2.4446,133.9,-19.316,-2.7564,171,-27.91,5.1,-3
H2CTP-2,+H2CTP3-,C9H14N3O14P3-2,aq,"LH06a [S07]",NA,08.Mar.17,-757348,-939646,92.15,108.54,193.09,2.441,133.18,-19.3,-2.7268,211.1,-28.49,4.9,-2
H3CTP-,+H3CTP2-,C9H15N3O14P3-,aq,"LH06a [S07]",NA,08.Mar.17,-760048,-938146,106.24,169.34,204.31,2.4759,140.2,-19.462,-3.0169,268.1,-27.53,4.7,-1
H4CTP,+H4CTP-,C9H16N3O14P3,aq,"LH06a [S07]",NA,08.Mar.17,-762090,-936314,119.23,225,209.45,2.4918,143.39,-19.536,-3.1489,323.3,-27.75,4.6,0
GTP-4,GTP4-,C10H12N5O14P3-4,aq,"LH06a [S07]",NA,08.Mar.17,-716107,-925542,48.3,25.36,195.54,2.4522,135.43,-19.352,-2.8198,136.1,-30.73,5.3,-4
HGTP-3,HGTP3-,C10H13N5O14P3-3,aq,"LH06a [S07]",NA,08.Mar.17,-726537,-923792,89.15,95.5,211.03,2.5028,145.62,-19.588,-3.2409,209.2,-32.18,5.3,-3
H2GTP-2,+H2GTP3-,C10H14N5O14P3-2,aq,"LH06a [S07]",NA,08.Mar.17,-732737,-927692,96.86,135.94,210.5,2.4993,144.91,-19.572,-3.2115,249.3,-32.92,5.1,-2
H3GTP-,+H3GTP2-,C10H15N5O14P3-,aq,"LH06a [S07]",NA,08.Mar.17,-735437,-926192,110.95,196.82,221.72,2.5346,152.01,-19.736,-3.5051,307.2,-32.33,4.9,-1
H4GTP,+H4GTP-,C10H16N5O14P3,aq,"LH06a [S07]",NA,08.Mar.17,-737480,-924362,123.94,252.16,226.86,2.5505,155.2,-19.81,-3.6372,361,-32.04,4.8,0
TTP-4,TTP4-,C10H13N2O15P3-4,aq,"LH06a [S07]",NA,08.Mar.17,-793622,-995550,44.92,11.48,191.72,2.4384,132.65,-19.287,-2.7048,109.4,-25.31,5.1,-4
HTTP-3,HTTP3-,C10H14N2O15P3-3,aq,"LH06a [S07]",NA,08.Mar.17,-803972,-993530,86.4,81.89,207.21,2.489,142.84,-19.524,-3.1259,182.4,-26.6,5.1,-3
H2TTP-2,+H2TTP3-,C10H15N2O15P3-2,aq,"LH06a [S07]",NA,08.Mar.17,-810172,-997430,94.12,122.61,206.68,2.4854,142.12,-19.507,-3.0962,222.5,-27.18,4.9,-2
H3TTP-,+H3TTP2-,C10H16N2O15P3-,aq,"LH06a [S07]",NA,08.Mar.17,-812872,-995930,108.21,183.15,218.18,2.5221,149.5,-19.678,-3.4012,281.1,-26.69,4.8,-1
H4TTP,+H4TTP-,C10H17N2O15P3,aq,"LH06a [S07]",NA,08.Mar.17,-815000,-994118,121.42,237.83,223.04,2.5372,152.52,-19.748,-3.526,334.4,-26.45,4.7,0
UTP-4,UTP4-,C9H11N2O15P3-4,aq,"LH06a [S07]",NA,08.Mar.17,-792041,-985168,41.83,-4.51,177.08,2.3909,123.11,-19.066,-2.3104,98.4,-27.33,5.2,-4
HUTP-3,HUTP3-,C9H12N2O15P3-3,aq,"LH06a [S07]",NA,08.Mar.17,-802441,-983278,83.05,65.83,192.57,2.4416,133.3,-19.302,-2.7314,171.4,-28.66,5.2,-3
H2UTP-2,+H2UTP3-,C9H13N2O15P3-2,aq,"LH06a [S07]",NA,08.Mar.17,-808641,-987178,90.77,106.77,192.03,2.4385,132.67,-19.288,-2.7056,212.3,-29.52,5,-2
H3UTP-,+H3UTP2-,C9H14N2O15P3-,aq,"LH06a [S07]",NA,08.Mar.17,-811341,-985678,104.85,167.22,203.25,2.4742,139.86,-19.455,-3.003,270.9,-29.07,4.9,-1
H4UTP,+H4UTP-,C9H15N2O15P3,aq,"LH06a [S07]",NA,08.Mar.17,-813380,-983806,117.97,222.65,208.39,2.4901,143.06,-19.529,-3.1351,324.6,-28.65,4.8,0
dATP-4,dATP4-,C10H12N5O12P3-4,aq,"LH06a [S07]",NA,08.Mar.17,-621732,-817322,45.7,12.6,195.8,2.4508,135.15,-19.345,-2.8081,119.7,-30.27,5,-4
dHATP-3,dHATP3-,C10H13N5O12P3-3,aq,"LH06a [S07]",NA,08.Mar.17,-632233,-815922,85.61,84.15,211.29,2.5014,145.335,-19.581,-3.2292,190.5,-30.37,4.9,-3
dH2ATP-2,d+H2ATP3-,C10H14N5O12P3-2,aq,"LH06a [S07]",NA,08.Mar.17,-638432,-819822,93.33,124.71,210.76,2.4988,144.803,-19.569,-3.2071,230.6,-31.04,4.7,-2
dH3ATP-,d+H3ATP2-,C10H15N5O12P3-,aq,"LH06a [S07]",NA,08.Mar.17,-641132,-818322,107.42,185.29,221.98,2.5346,151.996,-19.736,-3.5045,287.7,-30.22,4.5,-1
dH4ATP,d+H4ATP-,C10H16N5O12P3,aq,"LH06a [S07]",NA,08.Mar.17,-643200,-816614,120.08,241.34,227.12,2.5505,155.198,-19.81,-3.6369,343.2,-30.4,4.4,0
dCTP-4,dCTP4-,C9H12N3O13P3-4,aq,"LH06a [S07]",NA,08.Mar.17,-707191,-895390,47.84,-12,180.08,2.4012,125.175,-19.114,-2.3957,90.63,-27.07,5.2,-4
dHCTP-3,dHCTP3-,C9H13N3O13P3-3,aq,"LH06a [S07]",NA,08.Mar.17,-717621,-893640,88.69,58.82,195.57,2.4518,135.36,-19.35,-2.8168,162,-27.91,5.1,-3
dH2CTP-2,d+H2CTP3-,C9H14N3O13P3-2,aq,"LH06a [S07]",NA,08.Mar.17,-723821,-897540,96.41,99.57,195.04,2.4492,134.834,-19.338,-2.795,202.1,-28.49,4.9,-2
dH3CTP-,d+H3CTP2-,C9H15N3O13P3-,aq,"LH06a [S07]",NA,08.Mar.17,-726521,-896040,110.49,160.34,206.26,2.485,142.028,-19.505,-3.0924,259.1,-27.53,4.7,-1
dH4CTP,d+H4CTP-,C9H16N3O13P3,aq,"LH06a [S07]",NA,08.Mar.17,-728570,-894253,123.36,216,211.4,2.5009,145.223,-19.579,-3.2245,314.3,-27.75,4.6,0
dGTP-4,dGTP4-,C10H12N5O13P3-4,aq,"LH06a [S07]",NA,08.Mar.17,-682078,-886958,39.06,16.2,193.97,2.4475,134.492,-19.33,-2.7809,127.9,-30.73,5.3,-4
dHGTP-3,dHGTP3-,C10H13N5O13P3-3,aq,"LH06a [S07]",NA,08.Mar.17,-692508,-885208,79.91,87.27,209.46,2.4982,144.678,-19.566,-3.202,201,-32.18,5.3,-3
dH2GTP-2,d+H2GTP3-,C10H14N5O13P3-2,aq,"LH06a [S07]",NA,08.Mar.17,-698708,-889108,87.63,127.74,208.93,2.4955,144.145,-19.554,-3.18,241.1,-32.92,5,-2
dH3GTP-,d+H3GTP2-,C10H15N5O13P3-,aq,"LH06a [S07]",NA,08.Mar.17,-701408,-887608,101.71,188.66,220.15,2.5313,151.345,-19.721,-3.4776,299,-32.33,4.9,-1
dH4GTP,d+H4GTP-,C10H16N5O13P3,aq,"LH06a [S07]",NA,08.Mar.17,-703450,-885778,114.7,243.96,225.29,2.5472,154.54,-19.795,-3.6097,352.8,-32.04,4.8,0
dTTP-4,dTTP4-,C10H13N2O14P3-4,aq,"LH06a [S07]",NA,08.Mar.17,-760095,-953444,49.17,2.64,192.47,2.4408,133.144,-19.299,-2.7252,100.5,-25.31,5.1,-4
dHTTP-3,dHTTP3-,C10H14N2O14P3-3,aq,"LH06a [S07]",NA,08.Mar.17,-770445,-951424,90.66,72.98,207.96,2.4915,143.33,-19.535,-3.1463,173.5,-26.6,5.1,-3
dH2TTP-2,d+H2TTP3-,C10H15N2O14P3-2,aq,"LH06a [S07]",NA,08.Mar.17,-776645,-955324,98.38,113.73,207.43,2.4888,142.797,-19.523,-3.1242,213.6,-27.18,4.9,-2
dH3TTP-,d+H3TTP2-,C10H16N2O14P3-,aq,"LH06a [S07]",NA,08.Mar.17,-779345,-953824,112.46,174.23,218.65,2.5246,149.991,-19.689,-3.4216,272.2,-26.69,4.8,-1
dH4TTP,d+H4TTP-,C10H17N2O14P3,aq,"LH06a [S07]",NA,08.Mar.17,-781370,-954020,118.6,228.93,223.79,2.5405,153.186,-19.764,-3.5537,325.5,-26.45,4.7,0
