name,abbrv,formula,state,ref1,ref2,date,G,H,S,Cp,V,a1.a,a2.b,a3.c,a4.d,c1.e,c2.f,omega.lambda,z.T
deoxycytidine,deoxycytidine,C9H13N3O4,cr,LH06a,NA,14.Aug.06,-95224,-189726,65.14,55,147.1,147.8,-192,-31.61,0,0,0,0,1000
deoxyguanosine,deoxyguanosine,C10H13N5O4,cr,LH06a,NA,14.Aug.06,-73801,-180789,70.43,60.71,172.67,135,-139.9,-28.96,0,0,0,0,1000
deoxythymidine,deoxythymidine,C10H14N2O5,cr,LH06a,NA,14.Aug.06,-148595,-247448,69.16,57.96,159.05,148.7,-182.6,-32.27,0,0,0,0,1000
deoxyuridine,deoxyuridine,C9H12N2O5,cr,LH06a,NA,14.Aug.06,-146937,-238236,61.89,53.35,142.87,136.7,-165.3,-30.28,0,0,0,0,1000
"phosphoric acid",H3PO4,H3PO4,cr,LH06a,NA,14.Aug.06,-268715,-306974,26.41,25.36,52.97,3.447,73.5,0,0,0,0,0,1000
"citric acid",NA,C6H8O7,cr,LH06a,NA,14.Aug.06,-296096,-369000,60.25,53.89,124.59,11.25,143,0,0,0,0,0,1000
acetamide,acetamide,C2H5NO,cr,LH06b,NA,14.Aug.06,-45061,-75100,27.49,89.24,50.96,0.9417,65.83,0.6742,0,0,0,0,1000
pyridine,NA,C5H5N,cr,LH06b,NA,11.Jul.03,43991,21543,32.56,27.68,64.4,1.09,89.19,0,0,0,0,0,1000
piperidine,Piperidine,C5H11N,cr,LH06b,NA,16.Jul.03,24775,-24849,35.11,32.84,80.71,-13.2,146.3,2.151,0,0,0,0,1000
H2AMP,H2AMP,C10H14N5O7P,cr,LH06b,NA,14.Aug.06,-261882,-392240,91.05,85.2,214.51,3.81,270.5,0.645,0,0,0,0,1000
H2CMP,H2CMP,C9H14N3O8P,cr,LH06b,NA,14.Aug.06,-343765,-468290,87.96,82.98,198.14,18.72,223.1,-2.005,0,0,0,0,1000
ribose-5-phosphate,R5P,C5H11O8P,cr,LH06b,NA,14.Aug.06,-390060,-486334,61.68,60.54,135.4,-0.258,199.7,1.111,0,0,0,0,1000
"nicotinamide,red",NicotinamideRed,C6H8N2O,cr,LH06b,NA,14.Aug.06,2328,-48489,33.04,31.31,105.26,-28.97,180.2,5.815,0,0,0,0,1000
"nicotinamide,ox",NicotinamideOx,C6H6N2O,cr,LH06b,NA,14.Aug.06,5200,-34050,40.607,29.95,96.97,-20.16,144.3,6.304,0,0,0,0,1000
[Ala],NA,CH3,cr,LD12,NA,25.May.11,-2310.9,-13269.6,11.47,12.72,14.55,-3.052,52.89,0,0,0,0,0,NA
[Arg],NA,C4H10N3,cr,LD12,NA,25.May.11,28800.2,-27820.3,40.49,39.27,63.93,-3.408,143.12,0,0,0,0,0,NA
[Asn],NA,C2H4NO,cr,LD12,NA,25.May.11,-40344.2,-67280.1,22.3,21.86,30.51,-1.884,79.64,0,0,0,0,0,NA
[Asp],NA,C2H3O2,cr,LD12,NA,25.May.11,-88336.5,-111400.6,21.25,20.6,31.82,-1.817,75.19,0,0,0,0,0,NA
[Cys],NA,CH3S,cr,LD12,NA,25.May.11,4856.6,-5468.5,21.19,22.28,32.61,-7.691,100.5,0,0,0,0,0,NA
[Glu],NA,C3H5O2,cr,LD12,NA,25.May.11,-88575.5,-120100.4,25.57,25.33,44.62,-1.763,90.89,0,0,0,0,0,NA
[Gln],NA,C3H6NO,cr,LD12,NA,25.May.11,-40870,-76075.5,27.2,27.51,45.81,-0.551,94.1,0,0,0,0,0,NA
[Gly],NA,H,cr,LD12,NA,25.May.11,-4101.3,-7170.2,5.33,7.23,-2.46,-5.263,41.9,0,0,0,0,0,NA
[His],NA,C4H5N2,cr,LD12,NA,25.May.11,36950.3,9729.9,38.05,36.5,69.27,-4.467,137.38,0,0,0,0,0,NA
[Ile],NA,C4H9,cr,LD12,NA,25.May.11,3238.5,-31262,30.31,28.51,60.04,-1.585,100.98,0,0,0,0,0,NA
[Leu],NA,C4H9,cr,LD12,NA,25.May.11,867.6,-33365.2,31.21,29.68,65.97,-2.128,106.67,0,0,0,0,0,NA
[Lys],NA,C4H10N,cr,LD12,NA,25.May.11,3530.1,-40989.5,35.28,33.96,74.11,-5.468,132.22,0,0,0,0,0,NA
[Met],NA,C3H7S,cr,LD12,NA,25.May.11,8592.3,-16790.2,35.9,30.66,61.81,0.49,101.17,0,0,0,0,0,NA
[Phe],NA,C7H7,cr,LD12,NA,25.May.11,35659.7,9631.9,31.64,32.03,80.71,-6.716,129.95,0,0,0,0,0,NA
[Pro],NA,C3H5,cr,LD12,NA,25.May.11,14134.8,-4469.4,19.8,19.68,36.19,-5.196,83.46,0,0,0,0,0,NA
[Ser],NA,CH3O,cr,LD12,NA,25.May.11,-37045.9,-53895.8,16.24,15.91,19.29,-1.822,59.46,0,0,0,0,0,NA
[Thr],NA,C2H5O,cr,LD12,NA,25.May.11,-33819.3,-60133.8,17.09,21.22,32.28,-4.861,87.48,0,0,0,0,0,NA
[Trp],NA,C9H8N,cr,LD12,NA,25.May.11,57696,22031.5,40.58,40.39,111.5,-6.652,157.79,0,0,0,0,0,NA
[Tyr],NA,C7H7O,cr,LD12,NA,25.May.11,-9206.5,-42519.1,31.74,35.25,79.41,-6.585,140.34,0,0,0,0,0,NA
[Val],NA,C3H7,cr,LD12,NA,25.May.11,392.9,-26457.9,23.34,23.86,43.66,-1.356,84.58,0,0,0,0,0,NA
[hyd-pro],NA,C3H5O,cr,LD12,NA,25.May.11,-21371.9,-46988.5,20.78,33.53,46.25,-46.295,267.69,0,0,0,0,0,NA
[hyd-lys],NA,C4H10NO,cr,LD12,NA,25.May.11,-31979,-83508.6,36.26,47.78,84.21,-46.582,316.44,0,0,0,0,0,NA
[AABB],NA,C2H4NO2,cr,LD12,NA,25.May.11,-85038.2,-120196,19.24,16.49,45.92,8.824,25.72,0,0,0,0,0,NA
[PBB],NA,C2H2NO,cr,LD12,NA,25.May.11,-24306.9,-44718,12.89,7.87,40.98,9.367,-5.01,0,0,0,0,0,NA
glycylglycine,NA,C4H8N2O3,cr,LD12,NA,12.Sep.11,-116897.7,-178511,43.09,39.2,87.07,8.47,102.87,0,0,0,0,0,NA
diglycylglycine,NA,C6H11N3O4,cr,LD12,NA,12.Sep.11,-145506.7,-230807.8,60.67,54.78,120.5,10.503,148.47,0,0,0,0,0,NA
alanylglycine,NA,C5H10N2O3,cr,LD12,NA,12.Sep.11,-116634.8,-185640.5,50.91,43.59,101.8,10.234,111.9,0,0,0,0,0,NA
leucylglycine,NA,C8H16N2O3,cr,LD12,NA,12.Sep.11,-112356.6,-205688.3,67.16,61.23,153.6,10.263,170.98,0,0,0,0,0,NA
4-hydroxyproline,NA,C5H9NO3,cr,LD12,NA,12.Sep.11,-107504.8,-168212.2,40.2,50.02,95.34,-37.476,293.5,0,0,0,0,0,NA
5-hydroxylysine,NA,C6H14N2O3,cr,LD12,NA,12.Sep.11,-118092.7,-204732.3,55.66,64.29,132.5,-37.763,342.26,0,0,0,0,0,NA
